LAB_ID,PREVIOUS_LAB_ID1,PREVIOUS_LAB_ID2,PREVIOUS_LAB_ID3,FIELD_ID,JOB_ID,PREVIOUS_JOB_ID1,PREVIOUS_JOB_ID2,PREVIOUS_JOB_ID3,SUBMITTER,PROJECT_NAME,DATE_SUBMITTED,COLLECTION,COLLECTION_ID,CONTINENT,COUNTRY,STATE_PROVINCE,COUNTY,DISTRICT_NAME,DEPOSIT_NAME,MINE_NAME,DISTRICT_NAME_COLLECT,DEPOSIT_NAME_COLLECT,MINE_NAME_COLLECT,LOCATE_DESC,LATITUDE,LONGITUDE,DATUM,LATITUDE_COLLECT,LONGITUDE_COLLECT,DATUM_COLLECT,COORDINATES_QUAL,COORDINATES_SOURCE,PRIMARY_CLASS,SYSTEM_TYPE,DEPOSIT_TYPE,SAMPLE_DESC,Al_pct_AES_ST,Ca_pct_AES_ST,Fe_pct_AES_ST,K_pct_AES_ST,Mg_pct_AES_ST,Mn_pct_AES_ST,P_pct_AES_ST,S_pct_AES_ST,Si_pct_AES_ST,Ti_pct_AES_ST,F_pct_ISE_Fuse,Ag_ppm_MS_ST,As_ppm_MS_ST,Au_ppm,Au_AM,B_ppm_AES_ST,Ba_ppm_AES_ST,Be_ppm_AES_ST,Bi_ppm_MS_ST,Cd_ppm_MS_ST,Ce_ppm_MS_ST,Co_ppm_MS_ST,Cr_ppm_AES_ST,Cs_ppm_MS_ST,Cu_ppm_AES_ST,Dy_ppm_MS_ST,Er_ppm_MS_ST,Eu_ppm_MS_ST,Ga_ppm_MS_ST,Gd_ppm_MS_ST,Ge_ppm_MS_ST,Hf_ppm_MS_ST,Ho_ppm_MS_ST,In_ppm_MS_ST,La_ppm_MS_ST,Li_ppm_AES_ST,Lu_ppm_MS_ST,Mo_ppm_MS_ST,Nb_ppm_MS_ST,Nd_ppm_MS_ST,Ni_ppm_AES_ST,Pb_ppm_MS_ST,Pd_ppm_FA_MS,Pr_ppm_MS_ST,Pt_ppm_FA_MS,Rb_ppm_MS_ST,Re_ppm_MS_HF,Sb_ppm_MS_ST,Sc_ppm_AES_ST,Se_ppm_MS_ST,Sm_ppm_MS_ST,Sn_ppm_MS_ST,Sr_ppm_AES_ST,Ta_ppm_MS_ST,Tb_ppm_MS_ST,Te_ppm_MS_ST,Th_ppm_MS_ST,Tl_ppm_MS_ST,Tm_ppm_MS_ST,U_ppm_MS_ST,V_ppm_AES_ST,W_ppm_MS_ST,Y_ppm_MS_ST,Yb_ppm_MS_ST,Zn_ppm_AES_ST,Zr_ppm_AES_ST
C400687,,,,RM0867,MRP14721,,,,Rare Metals Task,Critical and Rare Metals,9/2/2015,Mackay-Stanford Ore Deposits Collection,OD44635,Asia,Japan,Akita,,Hokuroku,Osarizawa,Osarizawa ore body,,,Osarizawa mine,,39.7985,140.99862,WGS84,40.18333,140.75,WGS84,,"1) Mindat.org, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10231764, ore body, M. Granitto",rock,Porphyry Cu-Mo-Au,Intermediate sulfidation epithermal,"Typical copper ore with chalcopyrite and pyrite; 60% granular pyrite with large inclusions of chalcopyrite and Mg, Al-silicate and quartz",,,,,,,,,,,,,,-1.0,MS_AZ_HF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C400688,,,,RM0878,MRP14721,,,,Rare Metals Task,Critical and Rare Metals,9/2/2015,Mackay-Stanford Ore Deposits Collection,OD47147,Asia,Japan,Akita,,Hokuroku,Shakanai,Shakanai ore body,,,Shakanai mine,No. 4 ore deposit approx 310 level,40.17847,140.31861,WGS84,40.30833,140.57778,WGS84,,"1) Mindat.org, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10206994, ore body, M. Granitto",rock,Volcanogenic seafloor,"Cu-Zn massive sulfide, Kuroko-type","Fragmental ore, approx 0.5% Cu; 40% granular pyrite, 20% chalcopyrite, 40% brecciated quartz",,,,,,,,,,,,,,-1.0,MS_AZ_HF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C400689,,,,RM0879,MRP14721,,,,Rare Metals Task,Critical and Rare Metals,9/2/2015,Mackay-Stanford Ore Deposits Collection,OD25805,Asia,Japan,Akita,,,,Ohmori mine,,,Ohmori mine,,39.7,140.4,,,,,,"1) No coordinates; 2) Google Earth Pro centroid of Akita Prefecture, M. Granitto",rock,Porphyry Cu-Mo-Au,Intermediate sulfidation epithermal,"Gold-silver-copper ore; scattered small masses chalcopyrite in siderite-clay-rich matrix, numerous siderite crystal lined vugs",,,,,,,,,,,,,,11.0,MS_AZ_HF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C400690,,,,RM0880,MRP14721,,,,Rare Metals Task,Critical and Rare Metals,9/2/2015,Mackay-Stanford Ore Deposits Collection,OD44615,Asia,Japan,Iwate,,,Kamaishi,Kamaishi ore body,,,Kamaishi mine,,39.17853,141.51861,WGS84,39.3,141.68333,WGS84,,"1) Mindat.org, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10182955, ore body, M. Granitto",rock,Porphyry Cu-Mo-Au,Skarn Fe-Cu,"Chalcopyrite ore, approx 6% Cu; mixed stringers of chalcopyrite and pyrrhotite in mostly calcite and garnet (skarn?), about 60% sulfide and 40% rock",,,,,,,,,,,,,,4.0,MS_AZ_HF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C400691,,,,RM0882,MRP14721,,,,Rare Metals Task,Critical and Rare Metals,9/2/2015,Mackay-Stanford Ore Deposits Collection,OD30396,Oceania,Australia,New South Wales,,,,New South Wales (Nymagee?),,,New South Wales (Nymagee?),AUS NSW 36,-32.06528,146.30694,WGS84,,,,,"1) No coordinates; 2) Mindat.org, approx Nymagee copper mine, M. Granitto",rock,Porphyry Cu-Mo-Au(?),Polymetallic vein,Chalcopyrite in rock; fine grain to massive chalcopyrite inclusions in Al-silicate rock; about 25% sulfide,,,,,,,,,,,,,,-1.0,MS_AZ_HF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C400692,,,,RM0883,MRP14721,,,,Rare Metals Task,Critical and Rare Metals,9/2/2015,Mackay-Keck Ore Deposits Collection,CHAT1,North America,Canada,British Columbia,,,,Chataway property,,,Chataway property,,50.375,-120.907,,,,,,"1) No coordinates; 2) Google Earth Pro, Chataway Lake, M. Granitto",rock,Porphyry Cu-Mo-Au,Cu vein,"Chalcopyrite-bornite; Guichon batholith; 100% chalcopyrite/bornite, fine grain mixture of the two sulfides, massive; rock matrix is Ca, Al, Mg-silicate plus phosphate mineral(?)",,,,,,,,,,,,,,-1.0,MS_AZ_HF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C400693,,,,RM0886,MRP14721,,,,Rare Metals Task,Critical and Rare Metals,9/2/2015,Mackay-Stanford Ore Deposits Collection,OD20561,North America,Canada,British Columbia,,Nanaimo,,Marble Bay mine,,,Marble Bay mine,"No. 6 level 460 ft, Texada island",49.75667,-124.55833,WGS84,,,,,"1) No coordinates; 2) Mindat.org, mine, M. Granitto",rock,Porphyry Cu-Mo-Au,Skarn Fe-Cu and replacement,"Cu ore of chalcopyrite-bornite in limestone; 50% massive chalcopyrite, 50% marble",,,,,,,,,,,,,,4.0,MS_AZ_HF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C400694,,,,RM0889,MRP14721,,,,Rare Metals Task,Critical and Rare Metals,9/2/2015,Mackay-Stanford Ore Deposits Collection,OD23252,Europe,Norway,Trøndelag,,Grong,Outokumpu Cu-Co,Outokumpu Cu-Co deposit,Grong,,Grong,,64.84878,13.83662,WGS84,,,,,"1) No coordinates; 2) Mineral Resource Deposit Database Deposit ID 10133854, ore body, M. Granitto",rock,Mafic magmatic,Cu-Co-Zn-Ni sulfide,"Chalcopyrite-pyrrhotite; greater than 90% massive pyrrhotite with inclusions of chalcopyrite and K, Al, Mg-silicate",,,,,,,,,,,,,,-1.0,MS_AZ_HF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C400695,,,,RM0890,MRP14721,,,,Rare Metals Task,Critical and Rare Metals,9/2/2015,Mackay-Stanford Ore Deposits Collection,OD27601,South America,Peru,Junín,Yauli,Morococha,,Morococha mine,,,Morococha mine,San Fransisco shaft 133 level San Fransisco vein 2,-11.5942,-76.1248,WGS84,,,,Exact,"1) No coordinates; 2) Open-File Report 2017-1079 ID 1377, mine, M. Granitto",rock,Porphyry Cu-Mo-Au,Polymetallic,"Pyrrhotite-chalcopyrite-carbonatite(?); 60% massive to grainy chalcopyrite, 40% pyrrhotite in Al, Mg-silicate rock; large roundish blob of pyrite in center of sample; check photo",,,,,,,,,,,,,,-1.0,MS_AZ_HF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C400696,C377804,,,RM0894,MRP14721,MRP13393,,,Rare Metals Task,Critical and Rare Metals,9/2/2015,Mackay-Stanford Ore Deposits Collection,OD27613,South America,Peru,Junín,Yauli,Morococha,,Morococha mine,,,Morococha mine,Yankee vein no. 2 Central 1000 level,-11.5942,-76.1248,WGS84,,,,Exact,"1) No coordinates; 2) Open-File Report 2017-1079 ID 1377, mine, M. Granitto",rock,Porphyry Cu-Mo-Au,Polymetallic,"Chalcopyrite-bornite-pyrrhotite. Yankee vein no. 2; greater than 90% homogenous mixture of chalcopyrite and bornite (with pyrrhotite?); numerous cavities lined with crystals of sphalerite, galena, arsenopyrite, bornite, rhodonite(?)",0.05,-0.1,32.1,-0.1,0.01,0.79,-0.01,,,-0.01,,341.0,15100.0,-1.0,MS_AZ_HF,,136.0,-5.0,1000.11111,155.0,2.2,19.5,-10.0,0.3,50000.11111,0.3,0.13,0.14,4.0,0.3,3.0,-1.0,0.06,40.2,1.2,-10.0,-0.05,-50.0,-1.0,1.0,-5.0,38900.0,,0.25,,1.0,,1000.11111,-5.0,,0.2,217.0,103.0,-0.5,0.06,,0.2,2.7,-0.05,2.71,24.0,30.0,1.5,0.1,50000.11111,-0.5
C400697,,,,RM0898,MRP14721,,,,Rare Metals Task,Critical and Rare Metals,9/2/2015,Mackay-Stanford Ore Deposits Collection,OD30423,Oceania,Australia,New South Wales,,Central Area,,Great Cobar North mine,,,Great Cobar North mine,AUS NSW 11,-31.52961,145.84865,WGS84,-31.49837,145.84293,WGS84,,"1) Mindat.org, approx, A. Orkild-Norton, 2) M. Granitto; Mineral Resource Deposit Database Deposit ID 10073046, minesite, M. Granitto",rock,Porphyry Cu-Mo-Au(?),Cu-Au vein,"20% massive to stringer pyrrhotite, 10% massive to stringer chalcopyrite, 70% Mg, Al-silicate rock",,,,,,,,,,,,,,-1.0,MS_AZ_HF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C400698,,,,RM0905,MRP14721,,,,Rare Metals Task,Critical and Rare Metals,9/2/2015,Mackay-Stanford Ore Deposits Collection,OD44423,Asia,Japan,Tochigi,,,,"Shinsei Kajika, Ashio mine",,,"Shinsei Kajika, Ashio mine",,36.63333,139.44444,WGS84,36.63333,139.44444,WGS84,,"1) Mindat.org/loc-6800.html, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database loc is smelter loc, M. Granitto",rock,Porphyry Cu-Mo-Au,Cu vein,"Disseminated chalcopyrite; greater than 90% fine grain, massive chalcopyrite, with pyrite and inclusions of K, Al-silicate rock",,,,,,,,,,,,,,-1.0,MS_AZ_HF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C447033,C355418,,,RM0002,MRP16564,MRP11968,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Mackay-Keck Ore Deposits Collection,PHNC08_39_1216,North America,United States,Nevada,Lyon,Yerington,Pumpkin Hollow,Pumpkin Hollow,Yerington,,Pumpkin Hollow,,38.94021,-119.05178,WGS84,38.92492,-119.1071,,100 m,"1) iTouchMap.com, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10174173, ore body, M. Granitto",rock,IOA-IOCG,IOCG,3/4 of sample is composed of massive to widely and thickly distributed magnetite with inclusion of chalcopyrite all in a silicate rock; highly magnetic,0.76,4.39,48.3,0.03,2.13,0.06,0.04,4.8,6.27,0.04,,3.0,200.0,,,333.0,6.1,-5.0,1.9,-0.2,3.8,191.0,36.0,0.3,11500.0,0.58,0.61,0.1,6.14,0.5,-1.0,-1.0,0.13,3.3,3.0,16.0,0.09,-2.0,1.2,2.3,245.0,11.0,,0.62,,1.1,,2.5,-5.0,20.0,0.4,-1.0,30.0,1.3,0.06,1.6,1.3,-0.5,0.08,0.66,24.0,3.0,5.4,0.6,63.0,28.3
C447034,C355419,,,RM0003,MRP16564,MRP11968,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Mackay-Keck Ore Deposits Collection,PHNC08_39_1224,North America,United States,Nevada,Lyon,Yerington,Pumpkin Hollow,Pumpkin Hollow,Yerington,,Pumpkin Hollow,,38.94021,-119.05178,WGS84,38.92492,-119.1071,,100 m,"1) iTouchMap.com, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10174173, ore body, M. Granitto",rock,IOA-IOCG,IOCG,"Coarse crystals of pyrite, chalcopyrite; nearly solid coarsely crystalline chalcopyrite with few scattered veilets and clouds of magnetite scattered throughout; highly to weakly magnetic",0.22,1.68,30.1,0.05,0.47,0.0229,0.02,13.8,5.21,-0.01,,63.0,14.0,,,183.0,1.5,-5.0,1.7,3.0,0.3,241.0,-10.0,0.4,196000.0,0.16,0.1,-0.05,0.93,0.16,-1.0,-1.0,-0.05,6.7,0.3,11.0,-0.05,-2.0,0.1,0.3,138.0,21.0,,-0.05,,0.6,,0.6,-5.0,62.0,0.1,-1.0,17.9,-0.5,-0.05,2.5,-0.1,-0.5,-0.05,0.07,8.0,7.0,1.3,0.1,1430.0,2.5
C447035,C355420,,,RM0004,MRP16564,MRP11968,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Mackay-Keck Ore Deposits Collection,PHNC08_39_1269,North America,United States,Nevada,Lyon,Yerington,Pumpkin Hollow,Pumpkin Hollow,Yerington,,Pumpkin Hollow,,38.94021,-119.05178,WGS84,38.92492,-119.1071,,100 m,"1) iTouchMap.com, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10174173, ore body, M. Granitto",rock,IOA-IOCG,IOCG,Nearly solid massive magnetite with numerous chalcopyrite inclusions distributed throughout; very highly magnetic,0.45,2.4,53.8,0.03,1.16,0.0381,0.56,4.4,4.97,-0.01,,11.0,10.0,,,355.0,5.9,-5.0,1.5,0.5,0.5,120.0,23.0,1.0,25400.0,0.15,0.08,0.06,6.88,0.11,-1.0,-1.0,-0.05,1.1,0.4,15.0,-0.05,10.0,0.1,0.4,129.0,-5.0,,0.07,,1.2,,3.5,-5.0,13.0,-0.1,-1.0,36.1,0.7,-0.05,0.9,-0.1,-0.5,-0.05,1.9,42.0,-1.0,0.9,0.1,151.0,3.6
C447036,C355421,,,RM0005,MRP16564,MRP11968,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Mackay-Keck Ore Deposits Collection,PHNC08_20_1213,North America,United States,Nevada,Lyon,Yerington,Pumpkin Hollow,Pumpkin Hollow,Yerington,,Pumpkin Hollow,,38.94021,-119.05178,WGS84,38.92492,-119.1071,,100 m,"1) iTouchMap.com, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10174173, ore body, M. Granitto",rock,IOA-IOCG,IOCG,"Coarse bladed pyrrhotite-chalcopyrite w/magnetite; 40% massive magnetite, 60% chalcopyrite inclusions; highly magnetic",0.24,0.23,55.9,-0.01,0.12,0.0183,-0.01,10.9,1.0,0.02,,30.0,163.0,,,340.0,4.1,-5.0,1.4,2.6,0.1,120.0,-10.0,0.5,82400.0,-0.05,-0.05,-0.05,9.6,-0.05,-1.0,-1.0,-0.05,10.7,0.1,24.0,-0.05,-2.0,-0.1,0.1,512.0,10.0,,-0.05,,1.4,,8.6,-5.0,40.0,-0.1,1.0,28.3,0.6,-0.05,2.0,-0.1,-0.5,-0.05,0.09,79.0,-1.0,-0.5,-0.1,702.0,-0.5
C447037,C355422,,,RM0006,MRP16564,MRP11968,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Mackay-Keck Ore Deposits Collection,PHNC08_20_1206,North America,United States,Nevada,Lyon,Yerington,Pumpkin Hollow,Pumpkin Hollow,Yerington,,Pumpkin Hollow,,38.94021,-119.05178,WGS84,38.92492,-119.1071,,100 m,"1) iTouchMap.com, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10174173, ore body, M. Granitto",rock,IOA-IOCG,IOCG,Massive to finely crystalline magnetite with numerous lath-like chalcopyrite inclusions; occasional calcite inclusions; highly magnetic,0.26,0.81,50.2,0.03,0.12,0.0171,0.01,11.0,0.92,0.01,,52.0,48.0,,,321.0,4.7,-5.0,1.5,3.3,0.3,139.0,-10.0,0.4,149000.0,-0.05,-0.05,-0.05,8.81,0.06,1.0,-1.0,-0.05,9.7,0.2,-10.0,-0.05,-2.0,-0.1,0.1,224.0,6.0,,-0.05,,1.4,,3.6,-5.0,46.0,-0.1,-1.0,28.7,0.6,-0.05,2.3,-0.1,-0.5,-0.05,0.82,57.0,-1.0,-0.5,-0.1,909.0,-0.5
C447038,C355423,,,RM0007,MRP16564,MRP11968,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Mackay-Keck Ore Deposits Collection,PHNC08_20_1194,North America,United States,Nevada,Lyon,Yerington,Pumpkin Hollow,Pumpkin Hollow,Yerington,,Pumpkin Hollow,,38.94021,-119.05178,WGS84,38.92492,-119.1071,,100 m,"1) iTouchMap.com, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10174173, ore body, M. Granitto",rock,IOA-IOCG,IOCG,About 60% magnetite; 40% lath-shaped chalcopyrite; occasional large massive pyrrhotite(?) inclusions; highly magnetic,0.6,2.86,52.1,0.01,0.05,0.0226,-0.01,8.9,1.32,0.02,,33.0,31.0,,,331.0,5.8,-5.0,1.4,1.7,18.2,185.0,-10.0,0.6,96200.0,0.57,0.22,1.26,13.0,0.96,-1.0,-1.0,0.1,7.8,15.4,-10.0,-0.05,-2.0,-0.1,7.9,279.0,7.0,,2.21,,1.7,,4.5,-5.0,38.0,1.3,1.0,78.5,-0.5,0.14,1.7,-0.1,-0.5,-0.05,11.6,125.0,-1.0,2.3,0.1,527.0,-0.5
C447039,C355424,,,RM0008,MRP16564,MRP11968,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Mackay-Keck Ore Deposits Collection,PHNC08_20_1193,North America,United States,Nevada,Lyon,Yerington,Pumpkin Hollow,Pumpkin Hollow,Yerington,,Pumpkin Hollow,,38.94021,-119.05178,WGS84,38.92492,-119.1071,,100 m,"1) iTouchMap.com, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10174173, ore body, M. Granitto",rock,IOA-IOCG,IOCG,About 90% magnetite; 10% chalcopyrite inclusions; several tiny veinlets and inclusions of calcite; highly magnetic,0.32,1.98,63.4,-0.01,0.1,0.0299,-0.01,2.4,0.86,0.04,,10.0,46.0,,,411.0,14.7,-5.0,0.7,0.5,40.4,53.6,22.0,0.2,26900.0,0.32,-0.05,0.61,17.7,1.17,-1.0,-1.0,-0.05,1.9,26.5,18.0,-0.05,-2.0,-0.1,17.6,112.0,7.0,,4.81,,1.3,,4.2,-5.0,11.0,1.9,10.0,58.6,-0.5,-0.05,0.6,1.2,-0.5,-0.05,4.78,171.0,-1.0,1.2,-0.1,176.0,-0.5
C447040,C355425,,,RM0009,MRP16564,MRP11968,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Mackay-Keck Ore Deposits Collection,PHNC08_19_1535,North America,United States,Nevada,Lyon,Yerington,Pumpkin Hollow,Pumpkin Hollow,Yerington,,Pumpkin Hollow,,38.94021,-119.05178,WGS84,38.92492,-119.1071,,100 m,"1) iTouchMap.com, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10174173, ore body, M. Granitto",rock,IOA-IOCG,IOCG,High magnetite/ low chalcopyrite; nearly pure massive magnetite with widely scattered blebs and inclusions of chalcopyrite; thinly scattered pyrrhotite(?) inclusions; highly magnetic,1.5,0.82,60.7,0.42,2.26,0.0169,0.01,2.9,3.07,0.04,,2.0,13.0,,,471.0,61.9,-5.0,0.4,-0.2,0.3,59.2,-10.0,2.8,5620.0,0.06,0.08,-0.05,16.0,-0.05,-1.0,-1.0,-0.05,0.3,0.2,28.0,-0.05,-2.0,0.6,0.1,38.0,-5.0,,-0.05,,27.9,,5.5,-5.0,-5.0,-0.1,-1.0,54.3,0.6,-0.05,-0.5,0.1,-0.5,-0.05,0.48,131.0,-1.0,-0.5,-0.1,60.0,6.7
C447041,C355426,,,RM0010,MRP16564,MRP11968,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Mackay-Keck Ore Deposits Collection,PHNC08_19_1531,North America,United States,Nevada,Lyon,Yerington,Pumpkin Hollow,Pumpkin Hollow,Yerington,,Pumpkin Hollow,,38.94021,-119.05178,WGS84,38.92492,-119.1071,,100 m,"1) iTouchMap.com, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10174173, ore body, M. Granitto",rock,IOA-IOCG,IOCG,High magnetite/ low chalcopyrite; nearly pure massive magnetite with minor chalcopyrite inclusions widely scattered; minor calcite inclusions; highly magnetic,1.64,0.88,65.0,0.27,1.61,0.0202,0.03,3.4,2.31,0.08,,5.0,15.0,,,452.0,27.0,-5.0,0.6,-0.2,0.2,58.2,11.0,1.2,14400.0,-0.05,-0.05,-0.05,15.5,-0.05,-1.0,-1.0,-0.05,1.3,0.2,28.0,-0.05,-2.0,-0.1,0.2,40.0,-5.0,,-0.05,,16.8,,3.3,-5.0,-5.0,-0.1,-1.0,52.4,-0.5,-0.05,0.6,-0.1,-0.5,-0.05,0.25,121.0,-1.0,-0.5,-0.1,110.0,1.2
C447043,C355427,,,RM0011,MRP16564,MRP11968,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Mackay-Keck Ore Deposits Collection,PHNC08_25_627,North America,United States,Nevada,Lyon,Yerington,Pumpkin Hollow,Pumpkin Hollow,Yerington,,Pumpkin Hollow,,38.94021,-119.05178,WGS84,38.92492,-119.1071,,100 m,"1) iTouchMap.com, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10174173, ore body, M. Granitto",rock,IOA-IOCG,IOCG,Low chalcopyrite; widely scattered pyrrhotite(?) throughout silicate rock; numerous chalcopyrite inclusions; weakly to moderately magnetic; light clouds of magnetite throughout rock,0.85,7.94,22.5,-0.01,7.07,0.0128,-0.01,9.4,9.73,0.29,,40.0,75.0,,,142.0,0.6,-5.0,5.2,1.1,2.8,273.0,65.0,0.2,80700.0,0.94,0.64,0.1,1.87,0.93,-1.0,-1.0,0.19,3.1,0.9,17.0,0.1,-2.0,0.9,3.0,87.0,5.0,,0.58,,0.9,,2.3,28.0,30.0,0.7,-1.0,52.5,-0.5,0.16,1.4,0.5,-0.5,0.09,1.13,108.0,4.0,5.4,0.7,185.0,45.1
C447044,C355428,,,RM0012,MRP16564,MRP11968,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Mackay-Keck Ore Deposits Collection,PHNC08_25_640,North America,United States,Nevada,Lyon,Yerington,Pumpkin Hollow,Pumpkin Hollow,Yerington,,Pumpkin Hollow,,38.94021,-119.05178,WGS84,38.92492,-119.1071,,100 m,"1) iTouchMap.com, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10174173, ore body, M. Granitto",rock,IOA-IOCG,IOCG,Low chalcopyrite; mostly an igneous silicate rock with thinly distributed large pyrrhotite and chalcopyrite inclusions; thin clouds of micro-magnetite throughout; moderately magnetic,3.68,10.9,18.6,-0.01,7.76,0.0371,0.03,6.5,9.85,0.27,,13.0,-5.0,,,117.0,2.7,-5.0,0.8,0.3,10.9,61.7,99.0,2.5,27100.0,1.14,0.67,0.37,7.41,1.12,-1.0,-1.0,0.24,0.3,6.1,13.0,0.07,-2.0,0.7,5.3,81.0,-5.0,,1.4,,2.3,,2.7,30.0,10.0,1.0,-1.0,80.9,-0.5,0.19,1.2,3.3,-0.5,0.1,1.64,161.0,-1.0,6.1,0.6,67.0,18.8
C447045,C355429,,,RM0013,MRP16564,MRP11968,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Mackay-Keck Ore Deposits Collection,PHNC08_49_1661,North America,United States,Nevada,Lyon,Yerington,Pumpkin Hollow,Pumpkin Hollow,Yerington,,Pumpkin Hollow,,38.94021,-119.05178,WGS84,38.92492,-119.1071,,100 m,"1) iTouchMap.com, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10174173, ore body, M. Granitto",rock,IOA-IOCG,IOCG,About 50% massive chalcopyrite in calc-silicate rock; clouds of micro-magnetite throughout; weakly to moderately magnetic,0.86,4.34,22.1,-0.01,4.5,0.0334,0.03,12.2,9.7,0.04,,47.0,-5.0,,,148.0,-0.5,-5.0,1.3,1.0,4.5,31.0,-10.0,0.1,200000.0,0.19,0.19,0.07,3.19,0.33,-1.0,-1.0,0.06,5.7,2.7,-10.0,-0.05,-2.0,0.4,2.4,441.0,-5.0,,0.58,,0.4,,1.5,-5.0,55.0,0.5,-1.0,12.3,-0.5,-0.05,2.4,0.3,-0.5,-0.05,1.33,28.0,-1.0,1.4,0.2,178.0,7.0
C447046,C355430,,,RM0014,MRP16564,MRP11968,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Mackay-Keck Ore Deposits Collection,PHNC08_49_1665,North America,United States,Nevada,Lyon,Yerington,Pumpkin Hollow,Pumpkin Hollow,Yerington,,Pumpkin Hollow,,38.94021,-119.05178,WGS84,38.92492,-119.1071,,100 m,"1) iTouchMap.com, approx, A. Orkild-Norton; 2) Mineral Resource Deposit Database Deposit ID 10174173, ore body, M. Granitto",rock,IOA-IOCG,IOCG,About 70% massive fine grain pyrrhotite(?) and 30% chalcopyrite; some calcite inclusions; weakly magnetic,0.14,2.62,39.0,0.01,0.68,0.0064,-0.01,9.1,1.2,-0.01,,17.0,140.0,,,237.0,1.2,-5.0,3.5,0.4,1.1,360.0,-10.0,-0.1,73200.0,0.07,-0.05,-0.05,0.72,0.12,-1.0,-1.0,-0.05,7.6,0.4,-10.0,-0.05,-2.0,-0.1,0.6,2120.0,-5.0,,0.14,,0.6,,1.2,-5.0,108.0,0.1,-1.0,17.0,-0.5,-0.05,4.7,-0.1,-0.5,-0.05,0.17,10.0,-1.0,-0.5,-0.1,94.0,1.8
